LOYALTY_CARD_#,LIFESTAGE,PREMIUM_CUSTOMER
143242,Retirees,Mainstream
143243,Young Singles/Couples,Mainstream
143244,Retirees,Mainstream
143245,Young Singles/Couples,Mainstream
143246,Retirees,Mainstream
143248,Retirees,Premium
143249,Retirees,Premium
143250,Older Families,Budget
143251,Young Singles/Couples,Budget
143252,Retirees,Premium
143253,Older Singles/Couples,Budget
143254,Older Families,Mainstream
143255,Retirees,Budget
143256,Young Singles/Couples,Mainstream
143258,Young Singles/Couples,Mainstream
143259,Young Singles/Couples,Mainstream
143260,Retirees,Budget
143261,Young Singles/Couples,Mainstream
143262,Older Singles/Couples,Mainstream
143264,Young Singles/Couples,Mainstream
143265,Young Singles/Couples,Mainstream
143266,Young Singles/Couples,Mainstream
143267,Midage Singles/Couples,Mainstream
143268,Older Singles/Couples,Premium
143269,Young Families,Mainstream
143270,Young Singles/Couples,Mainstream
143271,Retirees,Premium
143272,Older Singles/Couples,Budget
143273,Young Singles/Couples,Mainstream
143274,Older Families,Budget
143275,Midage Singles/Couples,Mainstream
143276,Older Families,Mainstream
143279,Young Singles/Couples,Mainstream
143280,Older Singles/Couples,Mainstream
143281,Older Singles/Couples,Budget
143282,Young Families,Mainstream
143283,Young Singles/Couples,Mainstream
143284,Older Families,Budget
143285,Retirees,Premium
143286,Retirees,Budget
143287,Young Singles/Couples,Mainstream
143288,Young Families,Budget
143289,Retirees,Budget
143290,Young Families,Mainstream
143292,Young Families,Budget
143294,Retirees,Budget
143295,Older Singles/Couples,Budget
143297,Older Families,Budget
143299,Older Singles/Couples,Budget
143300,Young Singles/Couples,Mainstream
143301,Young Families,Budget
143302,Midage Singles/Couples,Budget
143303,Young Singles/Couples,Mainstream
143304,Older Singles/Couples,Budget
143305,Midage Singles/Couples,Budget
143306,Young Families,Mainstream
143308,Retirees,Budget
143309,Retirees,Premium
143310,Young Families,Mainstream
143311,Older Families,Mainstream
143313,New Families,Budget
143314,Young Singles/Couples,Mainstream
143315,Older Singles/Couples,Premium
143317,Older Singles/Couples,Mainstream
143318,Young Families,Mainstream
143319,Midage Singles/Couples,Mainstream
143320,Retirees,Premium
143321,Older Singles/Couples,Budget
143323,Older Singles/Couples,Premium
143324,Young Singles/Couples,Mainstream
143325,Young Families,Budget
143326,Retirees,Budget
143327,Older Singles/Couples,Mainstream
143328,Retirees,Budget
143329,Retirees,Premium
143330,Older Singles/Couples,Budget
143331,Retirees,Mainstream
143334,New Families,Budget
143335,Young Singles/Couples,Premium
143336,Older Families,Budget
143337,Retirees,Budget
143338,Retirees,Budget
143339,Retirees,Premium
143340,Young Singles/Couples,Mainstream
143341,Young Singles/Couples,Mainstream
143343,Young Families,Budget
143344,Older Singles/Couples,Premium
143345,Retirees,Mainstream
143346,Older Singles/Couples,Budget
143347,Older Singles/Couples,Mainstream
143350,Retirees,Mainstream
143352,Older Families,Mainstream
143353,Retirees,Mainstream
143355,Older Singles/Couples,Premium
143356,Older Singles/Couples,Premium
143357,Young Singles/Couples,Mainstream
143358,Retirees,Premium
143359,Retirees,Mainstream
143361,Older Families,Budget
143362,Midage Singles/Couples,Mainstream
143363,Retirees,Budget
143364,Older Singles/Couples,Mainstream
143365,Retirees,Premium
143366,Young Singles/Couples,Budget
143367,Young Singles/Couples,Premium
143368,Midage Singles/Couples,Premium
143369,Young Singles/Couples,Budget
143370,Young Families,Mainstream
143371,Retirees,Premium
143372,Older Singles/Couples,Premium
143373,Retirees,Mainstream
143374,Midage Singles/Couples,Premium
143375,Older Singles/Couples,Budget
144000,Young Singles/Couples,Budget
144001,Retirees,Mainstream
144002,Older Families,Premium
144003,Young Families,Premium
144004,Retirees,Mainstream
144005,Older Singles/Couples,Mainstream
144006,Older Families,Mainstream
144007,Young Families,Budget
144008,Older Families,Mainstream
144009,Young Families,Premium
144010,Midage Singles/Couples,Premium
144011,Retirees,Mainstream
144012,Young Singles/Couples,Premium
144013,Young Families,Mainstream
144014,Older Singles/Couples,Premium
144015,Older Singles/Couples,Premium
144016,Midage Singles/Couples,Mainstream
144017,Midage Singles/Couples,Premium
144018,Older Families,Mainstream
144019,Retirees,Mainstream
144020,Older Families,Budget
144021,Midage Singles/Couples,Premium
144022,Older Singles/Couples,Mainstream
144023,Older Singles/Couples,Mainstream
144024,Retirees,Mainstream
144025,Midage Singles/Couples,Mainstream
144026,Retirees,Mainstream
144027,Young Singles/Couples,Mainstream
144028,Older Singles/Couples,Budget
144029,Young Families,Mainstream
144030,Young Families,Budget
144031,Older Families,Premium
144032,Young Singles/Couples,Premium
144033,Older Families,Budget
144034,Retirees,Mainstream
144035,Older Singles/Couples,Mainstream
144036,Midage Singles/Couples,Mainstream
144037,Midage Singles/Couples,Mainstream
144038,New Families,Mainstream
144039,Young Families,Budget
144040,Older Singles/Couples,Mainstream
144041,Older Singles/Couples,Premium
144042,Young Singles/Couples,Mainstream
144043,Retirees,Mainstream
144044,Older Families,Mainstream
144045,Young Families,Budget
144046,Older Singles/Couples,Mainstream
144047,Older Singles/Couples,Mainstream
144048,Young Singles/Couples,Mainstream
144049,Older Singles/Couples,Budget
144050,Older Families,Budget
144051,Retirees,Premium
144052,Young Families,Premium
144053,Young Families,Budget
144054,Retirees,Budget
144055,Older Singles/Couples,Premium
144056,Young Families,Premium
144057,Young Families,Budget
144058,Older Singles/Couples,Mainstream
144059,Young Singles/Couples,Mainstream
144060,Midage Singles/Couples,Premium
144061,Retirees,Premium
144062,Retirees,Mainstream
144063,Older Families,Budget
144064,Retirees,Budget
144065,Older Families,Budget
144066,Older Singles/Couples,Mainstream
144067,Young Singles/Couples,Budget
144068,Midage Singles/Couples,Premium
144069,Older Singles/Couples,Budget
144070,Older Singles/Couples,Mainstream
144071,Older Families,Mainstream
144072,Retirees,Budget
144073,Midage Singles/Couples,Mainstream
144074,Young Singles/Couples,Mainstream
144075,Older Singles/Couples,Budget
144076,Older Singles/Couples,Mainstream
144077,Midage Singles/Couples,Budget
144078,Young Families,Mainstream
144079,Young Singles/Couples,Budget
144080,Retirees,Mainstream
144081,Older Singles/Couples,Premium
144082,Retirees,Mainstream
144083,Midage Singles/Couples,Premium
144084,Older Families,Mainstream
144085,Older Singles/Couples,Mainstream
144086,Older Singles/Couples,Mainstream
144087,Young Families,Mainstream
144088,Retirees,Mainstream
144089,Older Singles/Couples,Premium
144090,Older Singles/Couples,Premium
144091,Retirees,Mainstream
144092,Young Families,Budget
144093,Retirees,Mainstream
144094,Older Singles/Couples,Mainstream
144095,Young Singles/Couples,Budget
144096,Retirees,Budget
144097,Young Families,Mainstream
144098,Older Families,Mainstream
144099,Older Singles/Couples,Budget
144100,Older Families,Budget
144101,Young Singles/Couples,Mainstream
144102,Midage Singles/Couples,Premium
144103,Older Families,Budget
144104,Older Singles/Couples,Budget
144105,Older Singles/Couples,Budget
144106,Older Singles/Couples,Mainstream
144107,Midage Singles/Couples,Mainstream
144108,Retirees,Mainstream
144109,Young Singles/Couples,Mainstream
144110,Older Families,Mainstream
144111,Older Singles/Couples,Premium
144112,Older Singles/Couples,Mainstream
144113,Older Singles/Couples,Mainstream
144114,Older Singles/Couples,Premium
144115,Young Families,Budget
144116,Midage Singles/Couples,Premium
144117,Young Singles/Couples,Budget
144118,Young Families,Mainstream
144119,Young Singles/Couples,Mainstream
144120,Retirees,Mainstream
144121,Older Families,Budget
144122,Retirees,Mainstream
144123,Young Families,Premium
144124,Retirees,Mainstream
144125,Young Singles/Couples,Budget
144126,Older Singles/Couples,Premium
144127,Young Families,Budget
144128,Retirees,Mainstream
144129,Retirees,Premium
144130,Young Families,Premium
144131,Midage Singles/Couples,Budget
144132,Older Singles/Couples,Budget
144133,Midage Singles/Couples,Premium
144134,Older Singles/Couples,Premium
144135,Young Singles/Couples,Budget
144136,Retirees,Mainstream
144137,Young Families,Mainstream
144138,Young Families,Budget
144139,Retirees,Budget
144140,Older Singles/Couples,Budget
144141,Young Families,Budget
144142,Young Singles/Couples,Mainstream
144143,Older Families,Budget
144144,Young Singles/Couples,Mainstream
144145,Older Singles/Couples,Mainstream
144146,Young Families,Budget
144147,Older Singles/Couples,Premium
144148,Retirees,Budget
144149,Older Families,Budget
144150,Young Families,Budget
144151,Older Families,Budget
144152,Older Singles/Couples,Budget
144153,Midage Singles/Couples,Mainstream
144154,Older Singles/Couples,Premium
144155,Young Singles/Couples,Budget
144156,Young Families,Premium
144157,Older Singles/Couples,Budget
144158,Young Families,Budget
144159,Older Singles/Couples,Mainstream
144160,Midage Singles/Couples,Budget
144161,Young Families,Budget
144162,Older Families,Budget
144163,Retirees,Mainstream
144164,Young Families,Premium
144165,Older Singles/Couples,Budget
144166,Young Families,Mainstream
144167,Older Singles/Couples,Budget
144168,Older Singles/Couples,Budget
144169,Young Families,Budget
144170,Young Singles/Couples,Mainstream
144171,Retirees,Mainstream
144172,Retirees,Mainstream
144174,Young Families,Premium
144175,Older Singles/Couples,Premium
144176,Retirees,Mainstream
144177,Older Singles/Couples,Premium
144178,Older Families,Premium
144179,Young Singles/Couples,Mainstream
144180,Older Singles/Couples,Budget
144181,Older Singles/Couples,Budget
144182,Older Singles/Couples,Mainstream
144183,New Families,Premium
144184,Older Families,Budget
144185,Retirees,Mainstream
144186,Young Singles/Couples,Mainstream
144187,Midage Singles/Couples,Mainstream
144188,Midage Singles/Couples,Mainstream
144189,Older Families,Mainstream
144190,Retirees,Premium
144191,Older Families,Mainstream
144192,Older Singles/Couples,Premium
144193,Young Families,Mainstream
144194,Midage Singles/Couples,Mainstream
144195,Older Singles/Couples,Budget
144196,Older Families,Mainstream
144197,Retirees,Premium
144198,Older Singles/Couples,Mainstream
144199,Young Families,Budget
144200,Retirees,Budget
144201,Young Singles/Couples,Budget
144202,Older Singles/Couples,Mainstream
144203,Retirees,Premium
144204,Young Families,Budget
144205,Older Singles/Couples,Mainstream
144206,Retirees,Premium
144207,Retirees,Mainstream
144208,Young Families,Premium
144209,Young Singles/Couples,Mainstream
144210,Older Families,Mainstream
144211,Older Families,Mainstream
144212,Retirees,Mainstream
144213,Retirees,Premium
144214,Midage Singles/Couples,Budget
144215,Retirees,Budget
144216,Midage Singles/Couples,Mainstream
144217,Older Families,Budget
144218,Retirees,Premium
144219,Midage Singles/Couples,Mainstream
144220,Midage Singles/Couples,Mainstream
144221,Young Families,Mainstream
144222,Retirees,Budget
144223,Retirees,Premium
144224,Young Families,Budget
144225,Retirees,Premium
144227,Older Families,Budget
144228,Young Families,Premium
144229,Older Families,Mainstream
144230,Retirees,Budget
144231,Retirees,Premium
144232,Midage Singles/Couples,Mainstream
144233,Older Families,Budget
145002,Older Singles/Couples,Premium
145003,Retirees,Budget
145004,Retirees,Premium
145005,Retirees,Budget
145006,Older Singles/Couples,Budget
145007,Older Families,Premium
145009,Young Singles/Couples,Mainstream
145010,New Families,Mainstream
145012,Midage Singles/Couples,Premium
145013,Young Singles/Couples,Mainstream
145014,Young Singles/Couples,Mainstream
145015,Older Singles/Couples,Budget
145016,Midage Singles/Couples,Mainstream
145017,Older Families,Mainstream
145018,Young Families,Budget
145019,Young Singles/Couples,Budget
145020,Young Singles/Couples,Premium
145023,Retirees,Mainstream
145024,Young Singles/Couples,Premium
145027,Young Singles/Couples,Premium
145028,Midage Singles/Couples,Mainstream
145029,Midage Singles/Couples,Premium
145031,Young Families,Budget
145032,Young Singles/Couples,Budget
145033,Older Families,Mainstream
145034,Retirees,Mainstream
145035,Midage Singles/Couples,Mainstream
145036,Retirees,Premium
145037,Older Singles/Couples,Mainstream
145038,Retirees,Premium
145039,Young Singles/Couples,Mainstream
145041,Older Singles/Couples,Budget
145043,Older Singles/Couples,Mainstream
145045,Older Families,Premium
145047,Young Families,Mainstream
145048,Retirees,Mainstream
145050,Older Singles/Couples,Budget
145051,Retirees,Budget
145053,Older Singles/Couples,Mainstream
145054,Retirees,Budget
145056,Young Singles/Couples,Mainstream
145058,Midage Singles/Couples,Mainstream
145060,Older Singles/Couples,Budget
145061,Young Singles/Couples,Budget
145062,Midage Singles/Couples,Mainstream
145063,Young Families,Mainstream
145064,Older Singles/Couples,Mainstream
145065,Retirees,Mainstream
145066,Retirees,Premium
145067,New Families,Mainstream
145068,Older Singles/Couples,Budget
145069,Retirees,Budget
145070,Young Singles/Couples,Mainstream
145071,Young Families,Premium
145072,Retirees,Mainstream
145074,Young Singles/Couples,Budget
145075,Retirees,Budget
145076,Older Families,Mainstream
145077,Retirees,Mainstream
145079,Young Singles/Couples,Budget
145084,Young Singles/Couples,Mainstream
145086,Older Families,Mainstream
145087,Older Singles/Couples,Premium
145088,Older Singles/Couples,Budget
145091,Older Singles/Couples,Premium
145092,Older Singles/Couples,Budget
145093,Young Singles/Couples,Mainstream
145095,Older Singles/Couples,Mainstream
145096,Young Singles/Couples,Budget
145097,Young Singles/Couples,Mainstream
145098,Young Singles/Couples,Mainstream
